,content,type
62, pierce cuddie cuddie shame hold thy heavye head let u cast delight chace weary thys long lingring phoebus race whilome thou wont shepheards laddes leade rymes ridles bydding base thee thou sleepe art dead cuddy pier pyped erst long payne mine oten reedes bene rent wore poore muse hath spent spared store yet little good hath got much lesse gayne pleasaunce make grashopper poore ligge layd winter doth straine dapper ditty wont devise feede youthes fancie flocking fry delighten much bett thy han pleasure sclender prise beate bush byrd doe flye good thereof cuddie arise pier cuddie prayse better price glory eke much greater gayne honor restraine lust lawlesse youth good advice pricke forth pleasaunce thy vaine whereto thou list trayned willes entice soone thou gynst sette thy note frame rurall route thee doe cleave seemeth thou dost soule sence bereave shepheard fetch dame plutoes balefull bowre withouten leave musicks might hellish hound tame cuddie praysen babe peacoks spotted traine wondren bright argus blazing eye reward ere thy feedes fuller graine sike prayse smoke sheddeth skye sike word bene wynd wasten soone vayne pier abandon base viler clowne lyft thy selfe lowly dust sing bloody mar war giusts turne thee weld awful crowne doubted knight whose woundlesse armour rust helmes unbruzed wexen dayly browne may thy muse display fluttryng wing stretch selfe large east west whither thou list fayre elisa rest thee please bigger note sing advaunce worthy whome shee loveth best first white beare stake bring stubborne stroke stronger stounds somewhat slackt tenor thy string love lustihed tho mayst thou sing carrol lowde leade myllers rownde elisa one thilke ring mought cuddy name heaven sownde cuddye indeed romish tityrus heare mecoenas left oaten reede whereon earst taught flock feede laboured land yield timely eare eft sing warres deadly drede heaven quake verse ah mecoenas yclad claye great augustus long ygoe dead worthy liggen wrapt leade matter made poet play ever derring doe dreade loftie verse hem loved aye vertue gan age stoupe mighty manhode brought bedde ease vaunting poet found nought worth pea put preace emong learned troupe tho gan streames flowing wittes cease sonnebright honour pend shamefull coupe buddes poesie yet old stocke gan shoote agayne men folly mote forst fayne rolle rest rymes rybaudrye sprong wither must agayne tom piper make u better melodie pier pierlesse poesye thy place prince pallace thou doe sitt yet prince pallace fitt ne brest baser birth doth thee embrace make thee winges thine aspyring wit whence thou camst flye backe heaven apace cuddie ah percy weake wanne high sore make large flight peeced pyneons bene plight colin fittes famous flight scanne love ill bedight would mount high sing soote swanne pier ah fon love teach climbe hie lyftes loathsome myre immortall mirrhor doth admire would rayse one mynd starry skie cause caytive corage aspire lofty love doth loath lowly eye cuddie otherwise state poet stand lordly love tyranne fell rule power doth expell vaunted verse vacant head demaundes ne wont crabbed care mus dwell unwisely weave take two webbes hand ever cast compasse weightye prise think throwe thondring word threate let powre lavish cup thriftie bitt meate bacchus fruite frend phoebus wise wine braine begin sweate nombers flowe fast spring doth ryse thou kenst percie howe ryme rage temple distaind wine girt girlonds wild yvie twine could reare muse stately stage teache tread aloft buskin fine queint bellona equipage ah corage cooles ere warme thy content u thys humble shade troublous tydes han u assayde slender pipe may safely charme pier gate shall han belly layd cuddie shall kidde store farme cuddy embleme agitante calescimus illo,Nature
63, full fathom five thy father lie bone coral made pearl eye nothing doth fade doth suffer seachange something rich strange seanymphs hourly ring knell dingdong hark hear themdingdong bell,Nature
64, hark hark lark heaven gate sings phoebus gin arise steed water spring chaliced flower lie winking marybuds begin ope golden eye every thing pretty lady sweet arise arise arise,Nature
65, note macbeth ivi 1019 3538,Nature
66, orpheus lute made tree mountain top freeze bow sing music plant flower ever sprung sun shower made lasting spring every thing heard play even billow sea hung head lay sweet music art killing care grief heart fall asleep hearing die,Nature
67, greenwood tree love lie turn merry note unto sweet bird throat come hither come hither come hither shall see enemy winter rough weather doth ambition shun love live sun seeking food eats pleased get come hither come hither come hither shall see enemy winter rough weather,Nature
68, full many glorious morning seen flatter mountaintops sovereign eye kissing golden face meadow green gilding pale stream heavenly alchemy anon permit basest cloud ride ugly rack celestial face forlorn world visage hide stealing unseen west disgrace even sun one early morn shine alltriumphant splendour brow alack one hour mine region cloud hath maskd yet love whit disdaineth sun world may stain heaven sun staineth,Nature
69, time year thou mayst behold yellow leaf none hang upon bough shake cold bare ruind choir late sweet bird sang thou seest twilight day sunset fadeth west black night doth take away death second self seal rest thou seest glowing fire ash youth doth lie deathbed whereon must expire consumd nourishd thou perceivst make thy love strong love well thou must leave ere long,Nature
70, like winter hath absence thee pleasure fleeting year freezing felt dark day seen old december bareness everywhere yet time removd summer time teeming autumn big rich increase bearing wanton burthen prime like widowd womb lord decease yet abundant issue seemd hope orphan unfatherd fruit summer pleasure wait thee thou away bird mute sing ti dull cheer leaf look pale dreading winter near,Nature
71, poor soul centre sinful earth rebel power thee array dost thou pine within suffer dearth painting thy outward wall costly gay large cost short lease dost thou upon thy fading mansion spend shall worm inheritor excess eat thy charge thy body end soul live thou upon thy servant loss let pine aggravate thy store buy term divine selling hour dross within fed without rich shalt thou feed death feed men death dead there dying,Nature
72, didst thou promise beauteous day make travel forth without cloak let base cloud oertake way hiding thy bravery rotten smoke ti enough cloud thou break dry rain stormbeaten face man well salve speak heals wound cure disgrace thy shame give physic grief though thou repent yet still loss offender sorrow lends weak relief bear strong offence cross ah tear pearl thy love shed rich ransom ill deed,Love
73, weret aught bore canopy extern outward honouring laid great base eternity prof short waste ruining seen dweller form favour lose paying much rent compound sweet forgoing simple savour pitiful thrivers gazing spent nolet obsequious thy heart take thou oblation poor free mixd second know art mutual render thee hence thou subornd informer true soul impeachd stand least thy control,Love
74, let bird loudest lay sole arabian tree herald sad trumpet whose sound chaste wing obey thou shrieking harbinger foul precurrer fiend augur fever end troop come thou near session interdict every fowl tyrant wing save eagle featherd king keep obsequy strict let priest surplice white defunctive music deathdivining swan lest requiem lack right thou trebledated crow thy sable gender makst breath thou givst takst mongst mourner shalt thou go anthem doth commence love constancy dead phoenix turtle fled mutual flame hence lovd love twain essence one two distincts division none number love slain heart remote yet asunder distance space seen twixt turtle queen wonder love shine turtle saw right flaming phoenix sight either others mine property thus appalled self single nature double name neither two one called reason confounded saw division grow together yet either neither simple well compounded cried true twain seemeth concordant one love reason reason none part remain whereupon made threne phoenix dove cosupremes star love chorus tragic scene threnos beauty truth rarity grace simplicity enclosd cinder lie death phoenix nest turtle loyal breast eternity doth rest leaving posterity twas infirmity married chastity truth may seem can not beauty brag ti truth beauty buried urn let repair either true fair dead bird sigh prayer,Love
75, sing lullaby woman wherewith bring babe rest lullaby sing womanly best lullaby still child much beguiled full many wanton babe must stilled lullaby first lullaby youthful year time go bed crooked age hoary hair within head lullaby youth still lullaby content thy since courage quail come behind go sleep beguile thy mind next lullaby gazing eye wonted glance apace every glass may suffice show furrow face lullaby wink awhile lullaby look beguile let fair face beauty bright entice eft vain delight lullaby wanton let reason rule reign thy thought since late find skill dear thy fancy bought lullaby take thine ease lullaby thy doubt appease trust thou still body shall obey thy eke lullaby loving boy little robin take thy rest since age cold nothing coy keep close thy coin best lullaby thou content lullaby thy lust relent let others pay hath mo penny thou art poor expense thus lullaby youth mine eye ware mo delay devise welcome pain let pleasure pas lullaby take leave lullaby dream deceive rise waking eye remember lullaby,Love
